Ticket,Símbolo  ,Tipo,Hora de abertura,Preço de abertura,Tamanho,Hora de fechamento,Preço de fechamento,Tempo na operação,Lucro/Prejuízo (Global),Saldo (Global),Comissão/Swap,Lucro/Prejuízo ($),Saldo ($),MAE (Global),MFE (Global),Magic number (Global),Strategy name (Global),Símbolo   (Global),Comentário  ,Lucro/Prejuízo (Pips),Saldo (Pips),Lucro/Prejuízo (%),Saldo (%),Tipo de amostra  ,Comissão/Swap (Global),Rebaixamento   (Global),% Rebaixamento (Global),Tamanho (Global)
520,XAUUSD+,Buy,27.12.2023 01:01:00,2068.45,0.1,27.12.2023 02:06:40,2065.71,1h 5m,-27.9,486.02,-0.5,-27.9,486.02,0,0,,Break G 1.5.158,XAUUSD+,sl 2065.71,-27400,947600,-0.27,5.15,IS,-0.5,-432.3399999999983,-3.959752197216413,0.1
522,XAUUSD+,Buy,27.12.2023 11:07:40,2068.45,0.1,27.12.2023 12:23:40,2066.26,1h 16m,-22.4,463.62,-0.5,-22.4,463.62,0,0,,Break G 1.5.158,XAUUSD+,sl 2066.26,-21900,925700,-0.21,4.93,IS,-0.5,-454.73999999999796,-4.164911213772009,0.1
524,XAUUSD+,Buy,27.12.2023 13:55:40,2068.62,0.1,27.12.2023 14:53:40,2066.19,58m 0s,-24.8,438.82,-0.5,-24.8,438.82,0,0,,Break G 1.5.158,XAUUSD+,sl 2066.19,-24300,901400,-0.24,4.7,IS,-0.5,-479.53999999999724,-4.392051553529988,0.1
526,XAUUSD+,Buy,27.12.2023 15:21:40,2069.02,0.1,27.12.2023 15:35:40,2066.41,14m 0s,-26.6,412.22,-0.5,-26.6,412.22,0,0,,Break G 1.5.158,XAUUSD+,sl 2066.41,-26100,875300,-0.25,4.44,IS,-0.5,-506.1399999999976,-4.635677885689766,0.1
528,XAUUSD+,Buy,27.12.2023 16:02:40,2069.02,0.1,27.12.2023 17:26:40,2075.36,1h 24m,62.9,475.12,-0.5,62.9,475.12,0,0,,Break G 1.5.158,XAUUSD+,tp 2075.36,63400,938700,0.6,5.05,IS,-0.5,-443.23999999999796,-4.059584040093911,0.1
530,XAUUSD+,Buy,01.02.2024 18:00:40,2052.52,0.1,01.02.2024 18:44:40,2063.65,44m 0s,110.8,585.92,-0.5,110.8,585.92,0,0,,Break G 1.5.158,XAUUSD+,tp 2063.65,111300,1050000,1.06,6.1,IS,-0.5,-332.4399999999987,-3.044779618917112,0.1
532,XAUUSD+,Buy,23.02.2024 20:00:40,2038.37,0.1,23.02.2024 22:24:40,2036.11,2h 24m,-23.1,562.82,-0.5,-23.1,562.82,0,0,,Break G 1.5.158,XAUUSD+,sl 2036.11,-22600,1027400,-0.22,5.89,IS,-0.5,-355.53999999999905,-3.2563498547400775,0.1
534,XAUUSD+,Buy,01.03.2024 12:14:40,2048.75,0.1,01.03.2024 12:54:40,2054.61,40m 0s,58.1,620.92,-0.5,58.1,620.92,0,0,,Break G 1.5.158,XAUUSD+,tp 2054.61,58600,1086000,0.55,6.44,IS,-0.5,-297.4399999999987,-2.7242186555489876,0.1
536,XAUUSD+,Buy,06.03.2024 14:30:40,2133.72,0.1,06.03.2024 16:32:40,2141.44,2h 2m,76.7,697.62,-0.5,76.7,697.62,0,0,,Break G 1.5.158,XAUUSD+,tp 2141.44,77200,1163200,0.72,7.16,IS,-0.5,-220.73999999999796,-2.021732201539405,0.1
538,XAUUSD+,Buy,06.03.2024 18:12:40,2144.93,0.1,06.03.2024 19:34:40,2142.53,1h 22m,-24.5,673.12,-0.5,-24.5,673.12,0,0,,Break G 1.5.158,XAUUSD+,sl 2142.53,-24000,1139200,-0.23,6.93,IS,-0.5,-245.23999999999796,-2.246124875897092,0.1
540,XAUUSD+,Buy,07.03.2024 01:45:40,2150.75,0.1,07.03.2024 03:14:40,2145.99,1h 29m,-48.1,625.02,-0.5,-48.1,625.02,0,0,,Break G 1.5.158,XAUUSD+,sl 2145.99,-47600,1091600,-0.45,6.48,IS,-0.5,-293.3399999999983,-2.6866672284115753,0.1
542,XAUUSD+,Buy,07.03.2024 05:30:40,2150.75,0.1,07.03.2024 06:06:20,2160.89,35m 40s,100.9,725.92,-0.5,100.9,725.92,0,0,,Break G 1.5.158,XAUUSD+,tp 2160.89,101400,1193000,0.95,7.43,IS,-0.5,-192.4399999999987,-1.7625357654446137,0.1
544,XAUUSD+,Buy,07.03.2024 07:17:40,2158.59,0.1,07.03.2024 08:00:40,2154.09,43m 0s,-45.5,680.42,-0.5,-45.5,680.42,0,0,,Break G 1.5.158,XAUUSD+,sl 2154.09,-45000,1148000,-0.42,7,IS,-0.5,-237.9399999999987,-2.179265017823176,0.1
546,XAUUSD+,Buy,07.03.2024 10:31:40,2158.59,0.1,07.03.2024 13:16:40,2154.27,2h 45m,-43.7,636.72,-0.5,-43.7,636.72,0,0,,Break G 1.5.158,XAUUSD+,sl 2154.27,-43200,1104800,-0.41,6.59,IS,-0.5,-281.6399999999994,-2.579508277799955,0.1
548,XAUUSD+,Buy,07.03.2024 14:55:40,2158.59,0.1,07.03.2024 16:07:20,2155.29,1h 11m,-33.5,603.22,-0.5,-33.5,603.22,0,0,,Break G 1.5.158,XAUUSD+,sl 2155.29,-33000,1071800,-0.31,6.28,IS,-0.5,-315.1399999999994,-2.8863309141665887,0.1
550,XAUUSD+,Buy,08.03.2024 01:54:20,2161.24,0.1,08.03.2024 04:01:40,2157.4,2h 7m,-38.9,564.32,-0.5,-38.9,564.32,0,0,,Break G 1.5.158,XAUUSD+,sl 2157.40,-38400,1033400,-0.37,5.91,IS,-0.5,-354.03999999999905,-3.2426115277385867,0.1
552,XAUUSD+,Buy,08.03.2024 10:08:20,2162.15,0.1,08.03.2024 11:57:40,2169.64,1h 49m,74.4,638.72,-0.5,74.4,638.72,0,0,,Break G 1.5.158,XAUUSD+,tp 2169.64,74900,1108300,0.7,6.62,IS,-0.5,-279.6399999999994,-2.5611905084646334,0.1
554,XAUUSD+,Buy,08.03.2024 12:30:20,2169.05,0.1,08.03.2024 15:00:40,2165.61,2h 30m,-34.9,603.82,-0.5,-34.9,603.82,0,0,,Break G 1.5.158,XAUUSD+,sl 2165.61,-34400,1073900,-0.33,6.29,IS,-0.5,-314.53999999999905,-2.8808355833659887,0.1
556,XAUUSD+,Buy,08.03.2024 16:30:40,2171.09,0.1,08.03.2024 16:37:40,2165.98,7m 0s,-51.6,552.22,-0.5,-51.6,552.22,0,0,,Break G 1.5.158,XAUUSD+,sl 2165.98,-51100,1022800,-0.49,5.8,IS,-0.5,-366.1399999999994,-3.3534340322172844,0.1
558,XAUUSD+,Buy,08.03.2024 17:00:40,2171.09,0.1,08.03.2024 19:03:40,2183.71,2h 3m,125.7,677.92,-0.5,125.7,677.92,0,0,,Break G 1.5.158,XAUUSD+,tp 2183.71,126200,1149000,1.19,6.99,IS,-0.5,-240.4399999999987,-2.2021622294923273,0.1
560,XAUUSD+,Buy,28.03.2024 18:06:40,2215.68,0.1,28.03.2024 23:49:40,2228.73,5h 43m,130,807.92,-0.5,130,807.92,0,0,,Break G 1.5.158,XAUUSD+,tp 2228.73,130500,1279500,1.22,8.21,IS,-0.5,-110.43999999999869,-1.0115072226964361,0.1
562,XAUUSD+,Buy,02.04.2024 12:30:40,2264.4,0.1,02.04.2024 12:51:40,2259.87,21m 0s,-45.8,762.12,-0.5,-45.8,762.12,0,0,,Break G 1.5.158,XAUUSD+,sl 2259.87,-45300,1234200,-0.42,7.79,IS,-0.5,-156.23999999999796,-1.4309841404752894,0.1
564,XAUUSD+,Buy,02.04.2024 22:16:20,2275.14,0.1,03.04.2024 02:50:40,2278.6,4h 34m,24.89,787.01,-9.71,24.89,787.01,0,0,,Break G 1.5.158,XAUUSD+,sl 2278.60,34600,1268800,0.23,8.02,IS,-9.71,-131.34999999999854,-1.20301950109722,0.1
566,XAUUSD+,Buy,03.04.2024 18:28:40,2286.87,0.1,04.04.2024 01:26:40,2301.38,6h 58m,116.96,903.97,-28.14,116.96,903.97,0,0,,Break G 1.5.158,XAUUSD+,tp 2301.38,145100,1413900,1.08,9.1,IS,-28.14,-14.389999999999418,-0.13179635036763218,0.1
568,XAUUSD+,Buy,04.04.2024 03:56:40,2301.69,0.1,04.04.2024 08:54:40,2296.58,4h 58m,-51.6,852.37,-0.5,-51.6,852.37,0,0,,Break G 1.5.158,XAUUSD+,sl 2296.58,-51100,1362800,-0.47,8.63,IS,-0.5,-65.98999999999978,-0.6043947992189278,0.1
570,XAUUSD+,Buy,04.04.2024 21:45:40,2302.22,0.1,04.04.2024 22:02:40,2296.98,17m 0s,-52.9,799.47,-0.5,-52.9,799.47,0,0,,Break G 1.5.158,XAUUSD+,sl 2296.98,-52400,1310400,-0.49,8.14,IS,-0.5,-118.88999999999942,-1.0888997981381756,0.1
572,XAUUSD+,Buy,05.04.2024 17:13:20,2304.06,0.1,05.04.2024 17:33:40,2319.58,20m 20s,154.7,954.17,-0.5,154.7,954.17,0,0,,Break G 1.5.158,XAUUSD+,tp 2319.58,155200,1465600,1.43,9.57,IS,-0.5,-0.0,-0.0,0.1
574,XAUUSD+,Buy,05.04.2024 19:30:40,2326.17,0.1,08.04.2024 01:13:40,2318.35,2d 5h 43m,-87.91,866.26,-9.71,-87.91,866.26,0,0,,Break G 1.5.158,XAUUSD+,sl 2318.35,-78200,1387400,-0.8,8.77,IS,-9.71,-87.90999999999985,-0.8025254309546024,0.1
576,XAUUSD+,Buy,08.04.2024 05:13:40,2329.29,0.1,08.04.2024 05:38:40,2347.38,25m 0s,180.4,1046.66,-0.5,180.4,1046.66,0,0,,Break G 1.5.158,XAUUSD+,tp 2347.38,180900,1568300,1.66,10.43,IS,-0.5,-0.0,-0.0,0.1
578,XAUUSD+,Buy,09.04.2024 04:34:40,2348.03,0.1,09.04.2024 04:40:40,2342.79,6m 0s,-52.9,993.76,-0.5,-52.9,993.76,0,0,,Break G 1.5.158,XAUUSD+,sl 2342.79,-52400,1515900,-0.48,9.95,IS,-0.5,-52.899999999999636,-0.4788777784416247,0.1
580,XAUUSD+,Buy,09.04.2024 08:37:40,2348.03,0.1,09.04.2024 09:24:40,2343.19,47m 0s,-48.9,944.86,-0.5,-48.9,944.86,0,0,,Break G 1.5.158,XAUUSD+,sl 2343.19,-48400,1467500,-0.44,9.51,IS,-0.5,-101.79999999999927,-0.9215455169254704,0.1
582,XAUUSD+,Buy,09.04.2024 10:13:40,2348.03,0.1,09.04.2024 11:38:40,2358.93,1h 25m,108.5,1053.36,-0.5,108.5,1053.36,0,0,,Break G 1.5.158,XAUUSD+,tp 2358.93,109000,1576500,0.99,10.5,IS,-0.5,-0.0,-0.0,0.1
584,XAUUSD+,Buy,11.04.2024 21:43:20,2364.8,0.1,12.04.2024 04:00:40,2380.74,6h 17m,149.69,1203.05,-9.71,149.69,1203.05,0,0,,Break G 1.5.158,XAUUSD+,tp 2380.74,159400,1735900,1.35,11.85,IS,-9.71,-0.0,-0.0,0.1
586,XAUUSD+,Buy,12.04.2024 05:35:40,2390.67,0.1,12.04.2024 06:43:40,2384.14,1h 8m,-65.8,1137.25,-0.5,-65.8,1137.25,0,0,,Break G 1.5.158,XAUUSD+,sl 2384.14,-65300,1670600,-0.59,11.27,IS,-0.5,-65.79999999999927,-0.587340054717235,0.1
588,XAUUSD+,Buy,12.04.2024 09:35:20,2390.67,0.1,12.04.2024 16:48:40,2404.59,7h 13m,138.7,1275.95,-0.5,138.7,1275.95,0,0,,Break G 1.5.158,XAUUSD+,tp 2404.59,139200,1809800,1.25,12.51,IS,-0.5,-0.0,-0.0,0.1
590,XAUUSD+,Buy,10.05.2024 04:01:40,2349.35,0.1,10.05.2024 09:17:40,2361.61,5h 16m,122.1,1398.05,-0.5,122.1,1398.05,0,0,,Break G 1.5.158,XAUUSD+,tp 2361.61,122600,1932400,1.08,13.59,IS,-0.5,-0.0,-0.0,0.1
592,XAUUSD+,Buy,15.05.2024 16:06:20,2375.5,0.1,15.05.2024 16:15:40,2370.9,9m 20s,-46.5,1351.55,-0.5,-46.5,1351.55,0,0,,Break G 1.5.158,XAUUSD+,sl 2370.90,-46000,1886400,-0.41,13.19,IS,-0.5,-46.5,-0.40796452024688384,0.1
594,XAUUSD+,Buy,15.05.2024 18:01:20,2375.5,0.1,16.05.2024 02:19:20,2390.45,8h 18m,121.36,1472.91,-28.14,121.36,1472.91,0,0,,Break G 1.5.158,XAUUSD+,tp 2390.45,149500,2035900,1.07,14.26,IS,-28.14,-0.0,-0.0,0.1
596,XAUUSD+,Buy,17.05.2024 16:00:40,2394.92,0.1,17.05.2024 16:18:40,2403.94,18m 0s,89.7,1562.61,-0.5,89.7,1562.61,0,0,,Break G 1.5.158,XAUUSD+,tp 2403.94,90200,2126100,0.78,15.04,IS,-0.5,-0.0,-0.0,0.1
598,XAUUSD+,Buy,05.07.2024 11:14:40,2367.6,0.1,05.07.2024 12:31:40,2364.8,1h 17m,-28.5,1534.11,-0.5,-28.5,1534.11,0,0,,Break G 1.5.158,XAUUSD+,sl 2364.80,-28000,2098100,-0.25,14.79,IS,-0.5,-28.5,-0.2464841415562746,0.1
600,XAUUSD+,Buy,05.07.2024 15:04:40,2367.6,0.1,05.07.2024 15:30:40,2364.72,26m 0s,-29.3,1504.81,-0.5,-29.3,1504.81,0,0,,Break G 1.5.158,XAUUSD+,sl 2364.72,-28800,2069300,-0.25,14.54,IS,-0.5,-57.79999999999927,-0.4998871362088594,0.1
602,XAUUSD+,Buy,15.07.2024 15:13:40,2420.56,0.1,15.07.2024 15:25:40,2416.65,12m 0s,-39.6,1465.21,-0.5,-39.6,1465.21,0,0,,Break G 1.5.158,XAUUSD+,sl 2416.65,-39100,2030200,-0.34,14.19,IS,-0.5,-97.39999999999964,-0.8423703644765284,0.1
604,XAUUSD+,Buy,15.07.2024 17:08:40,2420.56,0.1,15.07.2024 17:57:40,2430.75,49m 0s,101.4,1566.61,-0.5,101.4,1566.61,0,0,,Break G 1.5.158,XAUUSD+,tp 2430.75,101900,2132100,0.88,15.08,IS,-0.5,-0.0,-0.0,0.1
606,XAUUSD+,Buy,16.07.2024 10:18:40,2436.23,0.1,16.07.2024 15:36:40,2435.33,5h 18m,-9.5,1557.11,-0.5,-9.5,1557.11,0,0,,Break G 1.5.158,XAUUSD+,sl 2435.33,-9000,2123100,-0.08,14.99,IS,-0.5,-9.5,-0.08213296722202951,0.1
608,XAUUSD+,Buy,16.07.2024 17:00:40,2443.85,0.1,16.07.2024 18:07:40,2456.42,1h 7m,125.2,1682.31,-0.5,125.2,1682.31,0,0,,Break G 1.5.158,XAUUSD+,tp 2456.42,125700,2248800,1.08,16.08,IS,-0.5,-0.0,-0.0,0.1
610,XAUUSD+,Buy,02.08.2024 17:03:40,2472.87,0.1,02.08.2024 17:27:40,2465.81,24m 0s,-71.1,1611.21,-0.5,-71.1,1611.21,0,0,,Break G 1.5.158,XAUUSD+,sl 2465.81,-70600,2178200,-0.61,15.47,IS,-0.5,-71.10000000000036,-0.6086125089986507,0.1
612,XAUUSD+,Buy,12.08.2024 23:56:40,2472.87,0.1,13.08.2024 03:46:40,2468.44,3h 50m,-54.01,1557.2,-9.71,-54.01,1557.2,0,0,,Break G 1.5.158,XAUUSD+,sl 2468.44,-44300,2133900,-0.47,15,IS,-9.71,-125.11000000000058,-1.0709354571142216,0.1
614,XAUUSD+,Buy,14.08.2024 13:55:40,2475.53,0.1,14.08.2024 15:28:40,2471.24,1h 33m,-43.4,1513.8,-0.5,-43.4,1513.8,0,0,,Break G 1.5.158,XAUUSD+,sl 2471.24,-42900,2091000,-0.38,14.63,IS,-0.5,-168.51000000000022,-1.442437326179497,0.1
616,XAUUSD+,Buy,14.08.2024 15:30:20,2475.53,0.1,14.08.2024 15:30:40,2471.34,20s,-42.4,1471.4,-0.5,-42.4,1471.4,0,0,,Break G 1.5.158,XAUUSD+,sl 2471.34,-41900,2049100,-0.37,14.26,IS,-0.5,-210.90999999999985,-1.8053792443446508,0.1
618,XAUUSD+,Buy,16.08.2024 15:32:40,2475.53,0.1,16.08.2024 15:55:40,2486.32,23m 0s,107.4,1578.8,-0.5,107.4,1578.8,0,0,,Break G 1.5.158,XAUUSD+,tp 2486.32,107900,2157000,0.94,15.2,IS,-0.5,-103.51000000000022,-0.8860405176715913,0.1
620,XAUUSD+,Buy,16.08.2024 16:37:40,2491.58,0.1,16.08.2024 17:04:40,2485.96,27m 0s,-56.7,1522.1,-0.5,-56.7,1522.1,0,0,,Break G 1.5.158,XAUUSD+,sl 2485.96,-56200,2100800,-0.49,14.71,IS,-0.5,-160.21000000000095,-1.3713897337084937,0.1
622,XAUUSD+,Buy,16.08.2024 19:11:40,2494.52,0.1,19.08.2024 04:07:40,2498.72,2d 8h 56m,32.29,1554.39,-9.71,32.29,1554.39,0,0,,Break G 1.5.158,XAUUSD+,sl 2498.72,42000,2142800,0.28,14.99,IS,-9.71,-127.92000000000007,-1.094988919143559,0.1
624,XAUUSD+,Buy,20.08.2024 04:06:20,2507.9,0.1,20.08.2024 04:10:40,2503.98,4m 20s,-39.7,1514.69,-0.5,-39.7,1514.69,0,0,,Break G 1.5.158,XAUUSD+,sl 2503.98,-39200,2103600,-0.34,14.64,IS,-0.5,-167.6200000000008,-1.4348189698783937,0.1
626,XAUUSD+,Buy,20.08.2024 10:37:40,2507.9,0.1,20.08.2024 11:04:20,2517.79,26m 40s,98.4,1613.09,-0.5,98.4,1613.09,0,0,,Break G 1.5.158,XAUUSD+,tp 2517.79,98900,2202500,0.85,15.5,IS,-0.5,-69.22000000000116,-0.5925198013064289,0.1
628,XAUUSD+,Buy,20.08.2024 12:30:20,2524.61,0.1,20.08.2024 17:26:20,2520.92,4h 56m,-37.4,1575.69,-0.5,-37.4,1575.69,0,0,,Break G 1.5.158,XAUUSD+,sl 2520.92,-36900,2165600,-0.32,15.18,IS,-0.5,-106.6200000000008,-0.9126619649709746,0.1
630,XAUUSD+,Buy,11.09.2024 09:37:40,2526.83,0.1,11.09.2024 10:44:40,2523.68,1h 7m,-32,1543.69,-0.5,-32,1543.69,0,0,,Break G 1.5.158,XAUUSD+,sl 2523.68,-31500,2134100,-0.28,14.9,IS,-0.5,-138.6200000000008,-1.1865803937748667,0.1
632,XAUUSD+,Buy,19.09.2024 12:32:40,2594.31,0.1,19.09.2024 13:17:40,2588.07,45m 0s,-62.9,1480.79,-0.5,-62.9,1480.79,0,0,,Break G 1.5.158,XAUUSD+,sl 2588.07,-62400,2071700,-0.54,14.36,IS,-0.5,-201.52000000000044,-1.7250013053925137,0.1
634,XAUUSD+,Buy,20.09.2024 07:45:20,2594.31,0.1,20.09.2024 09:49:40,2603.84,2h 4m,94.8,1575.59,-0.5,94.8,1575.59,0,0,,Break G 1.5.158,XAUUSD+,tp 2603.84,95300,2167000,0.83,15.18,IS,-0.5,-106.72000000000116,-0.9135179600609898,0.1
636,XAUUSD+,Buy,20.09.2024 11:00:20,2607.09,0.1,20.09.2024 12:56:20,2602.86,1h 56m,-42.8,1532.79,-0.5,-42.8,1532.79,0,0,,Break G 1.5.158,XAUUSD+,sl 2602.86,-42300,2124700,-0.37,14.81,IS,-0.5,-149.52000000000044,-1.2798838585861891,0.1
638,XAUUSD+,Buy,20.09.2024 13:39:20,2609.85,0.1,20.09.2024 16:15:00,2609.34,2h 35m,-5.6,1527.19,-0.5,-5.6,1527.19,0,0,,Break G 1.5.158,XAUUSD+,sl 2609.34,-5100,2119600,-0.05,14.76,IS,-0.5,-155.1200000000008,-1.3278195836268734,0.1
640,XAUUSD+,Buy,20.09.2024 18:07:40,2617.55,0.1,20.09.2024 18:16:40,2612.31,9m 0s,-52.9,1474.29,-0.5,-52.9,1474.29,0,0,,Break G 1.5.158,XAUUSD+,sl 2612.31,-52400,2067200,-0.46,14.3,IS,-0.5,-208.02000000000044,-1.7806409862433044,0.1
642,XAUUSD+,Buy,23.09.2024 07:13:40,2630.9,0.1,23.09.2024 09:26:40,2626.56,2h 13m,-43.9,1430.39,-0.5,-43.9,1430.39,0,0,,Break G 1.5.158,XAUUSD+,sl 2626.56,-43400,2023800,-0.38,13.92,IS,-0.5,-251.92000000000007,-2.1564228307586406,0.1
644,XAUUSD+,Buy,23.09.2024 16:42:40,2630.9,0.1,23.09.2024 16:46:40,2626.28,4m 0s,-46.7,1383.69,-0.5,-46.7,1383.69,0,0,,Break G 1.5.158,XAUUSD+,sl 2626.28,-46200,1977600,-0.41,13.51,IS,-0.5,-298.6200000000008,-2.5561725377943265,0.1
646,XAUUSD+,Buy,24.09.2024 06:42:40,2634.56,0.1,24.09.2024 08:46:20,2631.17,2h 3m,-34.4,1349.29,-0.5,-34.4,1349.29,0,0,,Break G 1.5.158,XAUUSD+,sl 2631.17,-33900,1943700,-0.3,13.21,IS,-0.5,-333.02000000000044,-2.8506348487585074,0.1
648,XAUUSD+,Buy,24.09.2024 17:00:20,2638.18,0.1,24.09.2024 19:09:20,2649.73,2h 9m,115,1464.29,-0.5,115,1464.29,0,0,,Break G 1.5.158,XAUUSD+,tp 2649.73,115500,2059200,1.01,14.22,IS,-0.5,-218.02000000000044,-1.8662404952445206,0.1
650,XAUUSD+,Buy,26.09.2024 11:36:20,2670.1,0.1,26.09.2024 14:17:40,2679.61,2h 41m,94.6,1558.89,-0.5,94.6,1558.89,0,0,,Break G 1.5.158,XAUUSD+,tp 2679.61,95100,2154300,0.83,15.05,IS,-0.5,-123.42000000000007,-1.0564691400930117,0.1
652,XAUUSD+,Buy,15.10.2024 19:11:20,2668.36,0.1,15.10.2024 19:46:40,2662.5,35m 20s,-59.1,1499.79,-0.5,-59.1,1499.79,0,0,,Break G 1.5.158,XAUUSD+,sl 2662.50,-58600,2095700,-0.51,14.54,IS,-0.5,-182.52000000000044,-1.562362238290203,0.1
654,XAUUSD+,Buy,16.10.2024 05:00:40,2668.36,0.1,16.10.2024 11:52:40,2678.87,6h 52m,104.6,1604.39,-0.5,104.6,1604.39,0,0,,Break G 1.5.158,XAUUSD+,tp 2678.87,105100,2200800,0.91,15.45,IS,-0.5,-77.92000000000007,-0.6669913741374777,0.1
656,XAUUSD+,Buy,16.10.2024 12:30:40,2679.51,0.1,16.10.2024 13:32:20,2675.24,1h 1m,-43.2,1561.19,-0.5,-43.2,1561.19,0,0,,Break G 1.5.158,XAUUSD+,sl 2675.24,-42700,2158100,-0.37,15.07,IS,-0.5,-121.1200000000008,-1.036781253022738,0.1
658,XAUUSD+,Buy,16.10.2024 14:56:40,2680.27,0.1,16.10.2024 16:52:40,2675.9,1h 56m,-44.2,1516.99,-0.5,-44.2,1516.99,0,0,,Break G 1.5.158,XAUUSD+,sl 2675.90,-43700,2114400,-0.38,14.69,IS,-0.5,-165.32000000000153,-1.4151310828081203,0.1
660,XAUUSD+,Buy,17.10.2024 05:31:40,2683.18,0.1,17.10.2024 05:41:40,2679.27,10m 0s,-39.6,1477.39,-0.5,-39.6,1477.39,0,0,,Break G 1.5.158,XAUUSD+,sl 2679.27,-39100,2075300,-0.34,14.35,IS,-0.5,-204.9200000000019,-1.7541051384529398,0.1
662,XAUUSD+,Buy,17.10.2024 08:30:20,2683.18,0.1,17.10.2024 10:28:40,2679.15,1h 58m,-40.8,1436.59,-0.5,-40.8,1436.59,0,0,,Break G 1.5.158,XAUUSD+,sl 2679.15,-40300,2035000,-0.36,13.99,IS,-0.5,-245.72000000000116,-2.103351135177896,0.1
664,XAUUSD+,Buy,17.10.2024 10:45:40,2683.48,0.1,17.10.2024 12:11:40,2679.33,1h 26m,-42,1394.59,-0.5,-42,1394.59,0,0,,Break G 1.5.158,XAUUSD+,sl 2679.33,-41500,1993500,-0.37,13.63,IS,-0.5,-287.72000000000116,-2.462869072983004,0.1
666,XAUUSD+,Buy,17.10.2024 13:16:40,2683.48,0.1,17.10.2024 15:10:40,2679.41,1h 54m,-41.2,1353.39,-0.5,-41.2,1353.39,0,0,,Break G 1.5.158,XAUUSD+,sl 2679.41,-40700,1952800,-0.36,13.26,IS,-0.5,-328.9200000000019,-2.8155390500680215,0.1
668,XAUUSD+,Buy,17.10.2024 16:46:40,2687.47,0.1,17.10.2024 19:29:40,2687.33,2h 43m,-1.9,1351.49,-0.5,-1.9,1351.49,0,0,,Break G 1.5.158,XAUUSD+,sl 2687.33,-1400,1951400,-0.02,13.25,IS,-0.5,-330.8200000000015,-2.8318029567782492,0.1
670,XAUUSD+,Buy,18.10.2024 03:35:40,2695.6,0.1,18.10.2024 04:45:40,2705.45,1h 10m,98,1449.49,-0.5,98,1449.49,0,0,,Break G 1.5.158,XAUUSD+,tp 2705.45,98500,2049900,0.86,14.11,IS,-0.5,-232.82000000000153,-1.99292776856633,0.1
672,XAUUSD+,Buy,18.10.2024 13:01:20,2712.06,0.1,18.10.2024 16:06:40,2707.45,3h 5m,-46.6,1402.89,-0.5,-46.6,1402.89,0,0,,Break G 1.5.158,XAUUSD+,sl 2707.45,-46100,2003800,-0.41,13.7,IS,-0.5,-279.4200000000019,-2.391821480512001,0.1
674,XAUUSD+,Buy,18.10.2024 17:00:20,2714.35,0.1,21.10.2024 04:06:20,2726.74,2d 11h 6m,114.19,1517.08,-9.71,114.19,1517.08,0,0,,Break G 1.5.158,XAUUSD+,tp 2726.74,123900,2127700,1,14.71,IS,-9.71,-165.23000000000138,-1.414360687227108,0.1
676,XAUUSD+,Buy,21.10.2024 05:03:40,2727.48,0.1,21.10.2024 09:00:40,2723.97,3h 57m,-35.6,1481.48,-0.5,-35.6,1481.48,0,0,,Break G 1.5.158,XAUUSD+,sl 2723.97,-35100,2092600,-0.31,14.4,IS,-0.5,-200.83000000000175,-1.719094939271441,0.1
678,XAUUSD+,Buy,21.10.2024 10:06:40,2732.11,0.1,21.10.2024 10:25:40,2727.88,19m 0s,-42.8,1438.68,-0.5,-42.8,1438.68,0,0,,Break G 1.5.158,XAUUSD+,sl 2727.88,-42300,2050300,-0.37,14.02,IS,-0.5,-243.63000000000102,-2.0854608377966404,0.1
680,XAUUSD+,Buy,21.10.2024 11:18:40,2732.11,0.1,21.10.2024 17:35:20,2731.02,6h 16m,-11.4,1427.28,-0.5,-11.4,1427.28,0,0,,Break G 1.5.158,XAUUSD+,sl 2731.02,-10900,2039400,-0.1,13.92,IS,-0.5,-255.03000000000065,-2.183044278058024,0.1
682,XAUUSD+,Buy,22.10.2024 13:45:40,2739.1,0.1,22.10.2024 14:20:20,2734.77,34m 40s,-43.8,1383.48,-0.5,-43.8,1383.48,0,0,,Break G 1.5.158,XAUUSD+,sl 2734.77,-43300,1996100,-0.38,13.54,IS,-0.5,-298.8299999999999,-2.557970127483345,0.1
684,XAUUSD+,Buy,22.10.2024 16:09:20,2739.1,0.1,22.10.2024 17:02:40,2734.41,53m 20s,-47.4,1336.08,-0.5,-47.4,1336.08,0,0,,Break G 1.5.158,XAUUSD+,sl 2734.41,-46900,1949200,-0.42,13.12,IS,-0.5,-346.22999999999956,-2.9637118001491065,0.1
686,XAUUSD+,Buy,22.10.2024 17:30:40,2739.13,0.1,23.10.2024 04:37:00,2740.26,11h 6m,1.59,1337.67,-9.71,1.59,1337.67,0,0,,Break G 1.5.158,XAUUSD+,sl 2740.26,11300,1960500,0.01,13.14,IS,-9.71,-344.6399999999994,-2.950101478217912,0.1
688,XAUUSD+,Buy,23.10.2024 07:19:40,2748.74,0.1,23.10.2024 11:31:40,2758.01,4h 12m,92.2,1429.87,-0.5,92.2,1429.87,0,0,,Break G 1.5.158,XAUUSD+,tp 2758.01,92700,2053200,0.81,13.95,IS,-0.5,-252.4399999999987,-2.160874005226692,0.1
