Ticket,Símbolo  ,Tipo,Hora de abertura,Preço de abertura,Tamanho,Hora de fechamento,Preço de fechamento,Tempo na operação,Lucro/Prejuízo (Global),Saldo (Global),Comissão/Swap,Lucro/Prejuízo ($),Saldo ($),MAE (Global),MFE (Global),Magic number (Global),Strategy name (Global),Símbolo   (Global),Comentário  ,Lucro/Prejuízo (Pips),Saldo (Pips),Lucro/Prejuízo (%),Saldo (%),Tipo de amostra  ,Comissão/Swap (Global),Rebaixamento   (Global),% Rebaixamento (Global),Tamanho (Global)
2,XAUUSD+,Buy,02.01.2020 15:19:40,1524.46,0.1,02.01.2020 15:55:40,1528.22,36m 0s,37.1,37.1,-0.5,37.1,37.1,0,0,,Break G 1.5.158,XAUUSD+,tp 1528.22,37600,37600,0.37,0.37,IS,-0.5,-0.0,-0.0,0.1
4,XAUUSD+,Buy,02.01.2020 16:31:40,1528.01,0.1,02.01.2020 16:59:20,1526.12,27m 40s,-19.4,17.7,-0.5,-19.4,17.7,0,0,,Break G 1.5.158,XAUUSD+,sl 1526.12,-18900,18700,-0.19,0.18,IS,-0.5,-19.399999999999636,-0.19328292036544056,0.1
6,XAUUSD+,Buy,02.01.2020 17:13:40,1528.01,0.1,02.01.2020 18:29:40,1526.93,1h 16m,-11.3,6.4,-0.5,-11.3,6.4,0,0,,Break G 1.5.158,XAUUSD+,sl 1526.93,-10800,7900,-0.11,0.06,IS,-0.5,-30.69999999999891,-0.3058652399597384,0.1
8,XAUUSD+,Buy,03.01.2020 02:14:20,1529.78,0.1,03.01.2020 03:53:40,1534.35,1h 39m,45.2,51.6,-0.5,45.2,51.6,0,0,,Break G 1.5.158,XAUUSD+,tp 1534.35,45700,53600,0.45,0.52,IS,-0.5,-0.0,-0.0,0.1
10,XAUUSD+,Buy,03.01.2020 05:17:40,1539.85,0.1,03.01.2020 06:01:40,1537.43,44m 0s,-24.7,26.9,-0.5,-24.7,26.9,0,0,,Break G 1.5.158,XAUUSD+,sl 1537.43,-24200,29400,-0.25,0.27,IS,-0.5,-24.700000000000728,-0.24573202276255246,0.1
12,XAUUSD+,Buy,03.01.2020 07:11:40,1539.9,0.1,03.01.2020 11:06:40,1545.47,3h 55m,55.2,82.1,-0.5,55.2,82.1,0,0,,Break G 1.5.158,XAUUSD+,tp 1545.47,55700,85100,0.55,0.82,IS,-0.5,-0.0,-0.0,0.1
14,XAUUSD+,Buy,03.01.2020 17:00:40,1549.43,0.1,03.01.2020 21:43:40,1546.43,4h 43m,-30.5,51.6,-0.5,-30.5,51.6,0,0,,Break G 1.5.158,XAUUSD+,sl 1546.43,-30000,55100,-0.3,0.52,IS,-0.5,-30.5,-0.30251634084168966,0.1
16,XAUUSD+,Buy,03.01.2020 23:24:40,1549.75,0.1,06.01.2020 01:01:00,1556.44,2d 1h 36m,57.19,108.79,-9.71,57.19,108.79,0,0,,Break G 1.5.158,XAUUSD+,tp 1556.44,66900,122000,0.57,1.09,IS,-9.71,-0.0,-0.0,0.1
18,XAUUSD+,Buy,08.01.2020 02:00:20,1594.98,0.1,08.01.2020 02:18:40,1605.56,18m 20s,105.3,214.09,-0.5,105.3,214.09,0,0,,Break G 1.5.158,XAUUSD+,tp 1605.56,105800,227800,1.04,2.13,IS,-0.5,-0.0,-0.0,0.1
20,XAUUSD+,Buy,30.01.2020 19:38:40,1585.52,0.1,30.01.2020 21:42:40,1582.34,2h 4m,-32.3,181.79,-0.5,-32.3,181.79,0,0,,Break G 1.5.158,XAUUSD+,sl 1582.34,-31800,196000,-0.32,1.81,IS,-0.5,-32.29999999999927,-0.31622983545278405,0.1
22,XAUUSD+,Buy,31.01.2020 17:46:40,1585.52,0.1,31.01.2020 18:46:40,1583.97,1h 0m,-16,165.79,-0.5,-16,165.79,0,0,,Break G 1.5.158,XAUUSD+,sl 1583.97,-15500,180500,-0.16,1.66,IS,-0.5,-48.29999999999927,-0.4728761935718137,0.1
24,XAUUSD+,Buy,31.01.2020 22:10:40,1588.39,0.1,31.01.2020 22:44:40,1585.21,34m 0s,-32.3,133.49,-0.5,-32.3,133.49,0,0,,Break G 1.5.158,XAUUSD+,sl 1585.21,-31800,148700,-0.32,1.34,IS,-0.5,-80.59999999999854,-0.7891060290245977,0.1
26,XAUUSD+,Buy,31.01.2020 23:29:40,1588.51,0.1,03.02.2020 02:38:40,1585.25,2d 3h 9m,-42.31,91.18,-9.71,-42.31,91.18,0,0,,Break G 1.5.158,XAUUSD+,sl 1585.25,-32600,116100,-0.42,0.92,IS,-9.71,-122.90999999999804,-1.2033377422756018,0.1
28,XAUUSD+,Buy,20.02.2020 13:42:40,1612.85,0.1,20.02.2020 14:29:40,1618.54,47m 0s,56.4,147.58,-0.5,56.4,147.58,0,0,,Break G 1.5.158,XAUUSD+,tp 1618.54,56900,173000,0.56,1.48,IS,-0.5,-66.5099999999984,-0.6511593299060258,0.1
30,XAUUSD+,Buy,21.02.2020 01:20:40,1621.8,0.1,21.02.2020 08:07:40,1629.25,6h 47m,74,221.58,-0.5,74,221.58,0,0,,Break G 1.5.158,XAUUSD+,tp 1629.25,74500,247500,0.73,2.21,IS,-0.5,-0.0,-0.0,0.1
32,XAUUSD+,Buy,06.03.2020 12:11:40,1688.18,0.1,06.03.2020 12:49:40,1683.15,38m 0s,-50.8,170.78,-0.5,-50.8,170.78,0,0,,Break G 1.5.158,XAUUSD+,sl 1683.15,-50300,197200,-0.5,1.71,IS,-0.5,-50.79999999999927,-0.4969877455344404,0.1
34,XAUUSD+,Buy,06.03.2020 14:53:20,1688.18,0.1,06.03.2020 15:29:40,1682.88,36m 20s,-53.5,117.28,-0.5,-53.5,117.28,0,0,,Break G 1.5.158,XAUUSD+,sl 1682.88,-53000,144200,-0.53,1.19,IS,-0.5,-104.29999999999927,-1.0203901940795772,0.1
36,XAUUSD+,Buy,06.03.2020 22:01:40,1688.18,0.1,06.03.2020 22:19:40,1678.7,18m 0s,-95.3,21.98,-0.5,-95.3,21.98,0,0,,Break G 1.5.158,XAUUSD+,sl 1678.70,-94800,49400,-0.94,0.24,IS,-0.5,-199.59999999999854,-1.9527313781235238,0.1
38,XAUUSD+,Buy,09.03.2020 04:48:40,1700.03,0.1,09.03.2020 06:14:40,1689.96,1h 26m,-101.2,-79.22,-0.5,-101.2,-79.22,0,0,,Break G 1.5.158,XAUUSD+,sl 1689.96,-100700,-51300,-1.01,-0.77,IS,-0.5,-300.7999999999993,-2.942793579857509,0.1
40,XAUUSD+,Buy,06.04.2020 12:01:40,1637.51,0.1,06.04.2020 13:18:20,1632.3,1h 16m,-52.6,-131.82,-0.5,-52.6,-131.82,0,0,,Break G 1.5.158,XAUUSD+,sl 1632.30,-52100,-103400,-0.53,-1.3,IS,-0.5,-353.39999999999964,-3.4573911273990863,0.1
42,XAUUSD+,Buy,06.04.2020 14:00:20,1637.51,0.1,06.04.2020 16:59:40,1649.35,2h 59m,117.9,-13.92,-0.5,117.9,-13.92,0,0,,Break G 1.5.158,XAUUSD+,tp 1649.35,118400,15000,1.19,-0.1,IS,-0.5,-235.5,-2.3039490959323308,0.1
44,XAUUSD+,Buy,06.04.2020 17:30:40,1648.54,0.1,06.04.2020 22:07:40,1662.74,4h 37m,141.5,127.58,-0.5,141.5,127.58,0,0,,Break G 1.5.158,XAUUSD+,tp 1662.74,142000,157000,1.42,1.32,IS,-0.5,-94.0,-0.9196229937054738,0.1
46,XAUUSD+,Buy,09.04.2020 15:30:40,1665.92,0.1,09.04.2020 16:21:40,1677.07,51m 0s,111,238.58,-0.5,111,238.58,0,0,,Break G 1.5.158,XAUUSD+,tp 1677.07,111500,268500,1.1,2.41,IS,-0.5,-0.0,-0.0,0.1
48,XAUUSD+,Buy,09.04.2020 18:55:40,1682.88,0.1,09.04.2020 21:21:40,1676.55,2h 26m,-63.8,174.78,-0.5,-63.8,174.78,0,0,,Break G 1.5.158,XAUUSD+,sl 1676.55,-63300,205200,-0.62,1.79,IS,-0.5,-63.79999999999927,-0.6231332860611457,0.1
50,XAUUSD+,Buy,13.04.2020 01:10:40,1687.12,0.1,13.04.2020 01:26:40,1680.55,16m 0s,-66.2,108.58,-0.5,-66.2,108.58,0,0,,Break G 1.5.158,XAUUSD+,sl 1680.55,-65700,139500,-0.65,1.14,IS,-0.5,-130.0,-1.269707322695139,0.1
52,XAUUSD+,Buy,13.04.2020 02:04:40,1687.12,0.1,13.04.2020 04:41:20,1679.92,2h 36m,-72.5,36.08,-0.5,-72.5,36.08,0,0,,Break G 1.5.158,XAUUSD+,sl 1679.92,-72000,67500,-0.72,0.42,IS,-0.5,-202.5,-1.9778133295828126,0.1
54,XAUUSD+,Buy,13.04.2020 09:22:40,1687.12,0.1,13.04.2020 18:09:40,1700.87,8h 47m,137,173.08,-0.5,137,173.08,0,0,,Break G 1.5.158,XAUUSD+,tp 1700.87,137500,205000,1.37,1.79,IS,-0.5,-65.5,-0.6397371510502431,0.1
56,XAUUSD+,Buy,13.04.2020 19:03:40,1708.92,0.1,14.04.2020 03:13:40,1723.63,8h 10m,128.18,301.26,-18.92,128.18,301.26,0,0,,Break G 1.5.158,XAUUSD+,tp 1723.63,147100,352100,1.26,3.05,IS,-18.92,-0.0,-0.0,0.1
58,XAUUSD+,Buy,14.04.2020 11:02:40,1723.55,0.1,14.04.2020 11:44:40,1717.58,42m 0s,-60.2,241.06,-0.5,-60.2,241.06,0,0,,Break G 1.5.158,XAUUSD+,sl 1717.58,-59700,292400,-0.58,2.46,IS,-0.5,-60.20000000000073,-0.5843945303778442,0.1
60,XAUUSD+,Buy,14.04.2020 15:04:20,1723.55,0.1,14.04.2020 16:58:40,1737.44,1h 54m,138.4,379.46,-0.5,138.4,379.46,0,0,,Break G 1.5.158,XAUUSD+,tp 1737.44,138900,431300,1.35,3.81,IS,-0.5,-0.0,-0.0,0.1
62,XAUUSD+,Buy,14.05.2020 17:33:40,1731.67,0.1,15.05.2020 13:28:40,1730.69,19h 55m,-19.51,359.95,-9.71,-19.51,359.95,0,0,,Break G 1.5.158,XAUUSD+,sl 1730.69,-9800,421500,-0.19,3.62,IS,-9.71,-19.51000000000022,-0.18796738944030048,0.1
64,XAUUSD+,Buy,18.05.2020 02:13:40,1749.01,0.1,18.05.2020 05:08:40,1761.6,2h 55m,125.4,485.35,-0.5,125.4,485.35,0,0,,Break G 1.5.158,XAUUSD+,tp 1761.60,125900,547400,1.21,4.84,IS,-0.5,-0.0,-0.0,0.1
66,XAUUSD+,Buy,11.06.2020 18:02:40,1744.6,0.1,11.06.2020 18:42:40,1739.82,40m 0s,-48.3,437.05,-0.5,-48.3,437.05,0,0,,Break G 1.5.158,XAUUSD+,sl 1739.82,-47800,499600,-0.46,4.37,IS,-0.5,-48.29999999999927,-0.4606427062520494,0.1
68,XAUUSD+,Buy,19.06.2020 18:45:40,1743.49,0.1,19.06.2020 19:20:20,1740.03,34m 40s,-35.1,401.95,-0.5,-35.1,401.95,0,0,,Break G 1.5.158,XAUUSD+,sl 1740.03,-34600,465000,-0.34,4.04,IS,-0.5,-83.39999999999964,-0.7953954803606901,0.1
70,XAUUSD+,Buy,23.06.2020 15:18:40,1759.89,0.1,23.06.2020 17:40:20,1768.9,2h 21m,89.6,491.55,-0.5,89.6,491.55,0,0,,Break G 1.5.158,XAUUSD+,tp 1768.90,90100,555100,0.86,4.9,IS,-0.5,-0.0,-0.0,0.1
72,XAUUSD+,Buy,24.06.2020 11:20:40,1772.95,0.1,24.06.2020 15:13:40,1771.74,3h 53m,-12.6,478.95,-0.5,-12.6,478.95,0,0,,Break G 1.5.158,XAUUSD+,sl 1771.74,-12100,543000,-0.12,4.78,IS,-0.5,-12.600000000000364,-0.12009664920817573,0.1
74,XAUUSD+,Buy,30.06.2020 19:08:40,1783.55,0.1,30.06.2020 20:59:40,1779.88,1h 51m,-37.2,441.75,-0.5,-37.2,441.75,0,0,,Break G 1.5.158,XAUUSD+,sl 1779.88,-36700,506300,-0.35,4.42,IS,-0.5,-49.80000000000109,-0.47466770877516745,0.1
76,XAUUSD+,Buy,01.07.2020 01:13:40,1783.55,0.1,01.07.2020 03:56:40,1780.25,2h 43m,-33.5,408.25,-0.5,-33.5,408.25,0,0,,Break G 1.5.158,XAUUSD+,sl 1780.25,-33000,473300,-0.32,4.1,IS,-0.5,-83.30000000000109,-0.7939722919873715,0.1
78,XAUUSD+,Buy,01.07.2020 06:40:40,1783.55,0.1,01.07.2020 13:32:40,1781.86,6h 52m,-17.4,390.85,-0.5,-17.4,390.85,0,0,,Break G 1.5.158,XAUUSD+,sl 1781.86,-16900,456400,-0.17,3.94,IS,-0.5,-100.70000000000073,-0.9598200456557964,0.1
80,XAUUSD+,Buy,09.07.2020 17:06:40,1815.57,0.1,09.07.2020 17:11:40,1812.09,5m 0s,-35.3,355.55,-0.5,-35.3,355.55,0,0,,Break G 1.5.158,XAUUSD+,sl 1812.09,-34800,421600,-0.34,3.6,IS,-0.5,-136.0,-1.2962812930405896,0.1
82,XAUUSD+,Buy,20.07.2020 16:00:40,1815.57,0.1,20.07.2020 16:32:40,1813.26,32m 0s,-23.6,331.95,-0.5,-23.6,331.95,0,0,,Break G 1.5.158,XAUUSD+,sl 1813.26,-23100,398500,-0.23,3.37,IS,-0.5,-159.60000000000036,-1.521224223303519,0.1
84,XAUUSD+,Buy,20.07.2020 17:00:40,1816.69,0.1,21.07.2020 09:54:40,1822.71,16h 54m,50.49,382.44,-9.71,50.49,382.44,0,0,,Break G 1.5.158,XAUUSD+,tp 1822.71,60200,458700,0.49,3.86,IS,-9.71,-109.11000000000058,-1.0399797932622021,0.1
86,XAUUSD+,Buy,24.07.2020 10:56:40,1896.66,0.1,24.07.2020 11:14:40,1891.79,18m 0s,-49.2,333.24,-0.5,-49.2,333.24,0,0,,Break G 1.5.158,XAUUSD+,sl 1891.79,-48700,410000,-0.47,3.38,IS,-0.5,-158.3100000000013,-1.508928613979834,0.1
88,XAUUSD+,Buy,24.07.2020 15:41:20,1896.66,0.1,24.07.2020 16:43:40,1899.06,1h 2m,23.5,356.74,-0.5,23.5,356.74,0,0,,Break G 1.5.158,XAUUSD+,sl 1899.06,24000,434000,0.23,3.61,IS,-0.5,-134.8100000000013,-1.284938831726497,0.1
90,XAUUSD+,Buy,27.07.2020 02:14:40,1908.15,0.1,27.07.2020 03:14:20,1918,59m 40s,98,454.74,-0.5,98,454.74,0,0,,Break G 1.5.158,XAUUSD+,tp 1918.00,98500,532500,0.95,4.56,IS,-0.5,-36.81000000000131,-0.35085378232960146,0.1
92,XAUUSD+,Buy,27.07.2020 17:45:40,1944.73,0.1,27.07.2020 18:25:40,1938.77,40m 0s,-60.1,394.64,-0.5,-60.1,394.64,0,0,,Break G 1.5.158,XAUUSD+,sl 1938.77,-59600,472900,-0.57,3.98,IS,-0.5,-96.91000000000167,-0.9236957360923949,0.1
94,XAUUSD+,Buy,28.07.2020 01:03:20,1944.73,0.1,28.07.2020 02:32:40,1957.72,1h 29m,129.4,524.04,-0.5,129.4,524.04,0,0,,Break G 1.5.158,XAUUSD+,tp 1957.72,129900,602800,1.24,5.23,IS,-0.5,-0.0,-0.0,0.1
96,XAUUSD+,Buy,31.07.2020 09:13:40,1976.56,0.1,31.07.2020 09:30:40,1971.56,17m 0s,-50.5,473.54,-0.5,-50.5,473.54,0,0,,Break G 1.5.158,XAUUSD+,sl 1971.56,-50000,552800,-0.48,4.75,IS,-0.5,-50.5,-0.4798537443795348,0.1
98,XAUUSD+,Buy,31.07.2020 10:50:40,1976.56,0.1,31.07.2020 14:43:40,1970.92,3h 53m,-56.9,416.64,-0.5,-56.9,416.64,0,0,,Break G 1.5.158,XAUUSD+,sl 1970.92,-56400,496400,-0.54,4.2,IS,-0.5,-107.39999999999964,-1.020520636561621,0.1
100,XAUUSD+,Buy,31.07.2020 15:09:20,1976.82,0.1,31.07.2020 16:02:40,1971.81,53m 20s,-50.6,366.04,-0.5,-50.6,366.04,0,0,,Break G 1.5.158,XAUUSD+,sl 1971.81,-50100,446300,-0.49,3.72,IS,-0.5,-158.0,-1.5013245863755742,0.1
102,XAUUSD+,Buy,31.07.2020 18:18:20,1976.82,0.1,31.07.2020 19:03:40,1970.8,45m 20s,-60.7,305.34,-0.5,-60.7,305.34,0,0,,Break G 1.5.158,XAUUSD+,sl 1970.80,-60200,386100,-0.59,3.13,IS,-0.5,-218.70000000000073,-2.078099285065438,0.1
104,XAUUSD+,Buy,03.08.2020 01:01:00,1976.82,0.1,03.08.2020 03:33:40,1974.18,2h 32m,-26.9,278.44,-0.5,-26.9,278.44,0,0,,Break G 1.5.158,XAUUSD+,sl 1974.18,-26400,359700,-0.26,2.87,IS,-0.5,-245.60000000000036,-2.333704546923048,0.1
106,XAUUSD+,Buy,04.08.2020 17:34:40,1983.84,0.1,04.08.2020 18:13:40,1994.93,39m 0s,110.4,388.84,-0.5,110.4,388.84,0,0,,Break G 1.5.158,XAUUSD+,tp 1994.93,110900,470600,1.07,3.95,IS,-0.5,-135.20000000000073,-1.2846777473289794,0.1
108,XAUUSD+,Buy,04.08.2020 22:12:40,2008.1,0.1,05.08.2020 01:03:40,2021.26,2h 51m,121.89,510.73,-9.71,121.89,510.73,0,0,,Break G 1.5.158,XAUUSD+,tp 2021.26,131600,602200,1.17,5.12,IS,-9.71,-13.31000000000131,-0.12647234332063836,0.1
110,XAUUSD+,Buy,09.10.2020 15:32:40,1918.81,0.1,09.10.2020 17:04:40,1926.66,1h 32m,78,588.73,-0.5,78,588.73,0,0,,Break G 1.5.158,XAUUSD+,tp 1926.66,78500,680700,0.74,5.86,IS,-0.5,-0.0,-0.0,0.1
112,XAUUSD+,Buy,12.10.2020 08:46:40,1931.17,0.1,12.10.2020 09:09:40,1926.96,23m 0s,-42.6,546.13,-0.5,-42.6,546.13,0,0,,Break G 1.5.158,XAUUSD+,sl 1926.96,-42100,638600,-0.4,5.46,IS,-0.5,-42.600000000000364,-0.40231453630416836,0.1
114,XAUUSD+,Buy,21.10.2020 17:40:40,1931.17,0.1,21.10.2020 17:59:40,1927.36,19m 0s,-38.6,507.53,-0.5,-38.6,507.53,0,0,,Break G 1.5.158,XAUUSD+,sl 1927.36,-38100,600500,-0.37,5.09,IS,-0.5,-81.20000000000073,-0.7668530598098235,0.1
116,XAUUSD+,Buy,05.11.2020 15:00:20,1928.78,0.1,05.11.2020 17:11:40,1940.01,2h 11m,111.8,619.33,-0.5,111.8,619.33,0,0,,Break G 1.5.158,XAUUSD+,tp 1940.01,112300,712800,1.06,6.16,IS,-0.5,-0.0,-0.0,0.1
118,XAUUSD+,Buy,09.11.2020 05:51:40,1958.58,0.1,09.11.2020 08:57:40,1956.47,3h 6m,-21.6,597.73,-0.5,-21.6,597.73,0,0,,Break G 1.5.158,XAUUSD+,sl 1956.47,-21100,691700,-0.2,5.95,IS,-0.5,-21.600000000000364,-0.203402662879865,0.1
120,XAUUSD+,Buy,17.12.2020 09:19:40,1872.77,0.1,17.12.2020 10:37:40,1881.6,1h 18m,87.8,685.53,-0.5,87.8,685.53,0,0,,Break G 1.5.158,XAUUSD+,tp 1881.60,88300,780000,0.83,6.78,IS,-0.5,-0.0,-0.0,0.1
122,XAUUSD+,Buy,17.12.2020 13:59:40,1878.99,0.1,17.12.2020 15:22:40,1876.19,1h 23m,-28.5,657.03,-0.5,-28.5,657.03,0,0,,Break G 1.5.158,XAUUSD+,sl 1876.19,-28000,752000,-0.27,6.52,IS,-0.5,-28.5,-0.266715829724871,0.1
124,XAUUSD+,Buy,21.12.2020 04:53:40,1899.15,0.1,21.12.2020 05:19:40,1895.04,26m 0s,-41.6,615.43,-0.5,-41.6,615.43,0,0,,Break G 1.5.158,XAUUSD+,sl 1895.04,-41100,710900,-0.39,6.13,IS,-0.5,-70.10000000000036,-0.6560273566215282,0.1
126,XAUUSD+,Buy,21.12.2020 06:42:40,1899.15,0.1,21.12.2020 08:53:40,1899.59,2h 11m,3.9,619.33,-0.5,3.9,619.33,0,0,,Break G 1.5.158,XAUUSD+,sl 1899.59,4400,715300,0.04,6.16,IS,-0.5,-66.20000000000073,-0.6195294009749703,0.1
128,XAUUSD+,Buy,06.01.2021 01:32:40,1952.54,0.1,06.01.2021 03:16:40,1948.31,1h 44m,-42.8,576.53,-0.5,-42.8,576.53,0,0,,Break G 1.5.158,XAUUSD+,sl 1948.31,-42300,673000,-0.4,5.76,IS,-0.5,-109.0,-1.0200710680705591,0.1
130,XAUUSD+,Buy,06.01.2021 03:34:20,1952.54,0.1,06.01.2021 03:38:40,1948.13,4m 20s,-44.6,531.93,-0.5,-44.6,531.93,0,0,,Break G 1.5.158,XAUUSD+,sl 1948.13,-44100,628900,-0.42,5.34,IS,-0.5,-153.60000000000036,-1.4374579454645713,0.1
132,XAUUSD+,Buy,06.01.2021 10:36:40,1952.54,0.1,06.01.2021 13:29:40,1950.39,2h 53m,-22,509.93,-0.5,-22,509.93,0,0,,Break G 1.5.158,XAUUSD+,sl 1950.39,-21500,607400,-0.21,5.13,IS,-0.5,-175.60000000000036,-1.6433438491118402,0.1
134,XAUUSD+,Buy,29.01.2021 16:00:40,1874.1,0.1,29.01.2021 16:28:40,1868.85,28m 0s,-53,456.93,-0.5,-53,456.93,0,0,,Break G 1.5.158,XAUUSD+,sl 1868.85,-52500,554900,-0.5,4.62,IS,-0.5,-228.60000000000036,-2.1393417078984425,0.1
136,XAUUSD+,Buy,17.03.2021 22:31:40,1749.64,0.1,17.03.2021 22:46:40,1745.31,15m 0s,-43.8,413.13,-0.5,-43.8,413.13,0,0,,Break G 1.5.158,XAUUSD+,sl 1745.31,-43300,511600,-0.42,4.21,IS,-0.5,-272.39999999999964,-2.5492418251598163,0.1
138,XAUUSD+,Buy,18.03.2021 01:31:40,1749.64,0.1,18.03.2021 07:16:40,1747.73,5h 45m,-19.6,393.53,-0.5,-19.6,393.53,0,0,,Break G 1.5.158,XAUUSD+,sl 1747.73,-19100,492500,-0.19,4.02,IS,-0.5,-292.0,-2.7326674484092046,0.1
140,XAUUSD+,Buy,06.04.2021 18:11:40,1744.74,0.1,06.04.2021 20:22:40,1741.26,2h 11m,-35.3,358.23,-0.5,-35.3,358.23,0,0,,Break G 1.5.158,XAUUSD+,sl 1741.26,-34800,457700,-0.34,3.68,IS,-0.5,-327.2999999999993,-3.0630207392614066,0.1
142,XAUUSD+,Buy,08.04.2021 10:16:20,1745.17,0.1,08.04.2021 11:37:20,1742.65,1h 21m,-25.7,332.53,-0.5,-25.7,332.53,0,0,,Break G 1.5.158,XAUUSD+,sl 1742.65,-25200,432500,-0.25,3.43,IS,-0.5,-353.0,-3.303532908522086,0.1
144,XAUUSD+,Buy,08.04.2021 13:13:40,1745.23,0.1,08.04.2021 16:05:40,1751.4,2h 52m,61.2,393.73,-0.5,61.2,393.73,0,0,,Break G 1.5.158,XAUUSD+,tp 1751.40,61700,494200,0.59,4.02,IS,-0.5,-291.7999999999993,-2.7307957583760407,0.1
146,XAUUSD+,Buy,08.04.2021 19:08:40,1756.36,0.1,09.04.2021 03:21:20,1753.13,8h 12m,-42.01,351.72,-9.71,-42.01,351.72,0,0,,Break G 1.5.158,XAUUSD+,sl 1753.13,-32300,461900,-0.4,3.62,IS,-9.71,-333.8099999999995,-3.1239442498406684,0.1
148,XAUUSD+,Buy,09.04.2021 04:26:40,1757.36,0.1,09.04.2021 04:34:20,1754.94,7m 40s,-24.7,327.02,-0.5,-24.7,327.02,0,0,,Break G 1.5.158,XAUUSD+,sl 1754.94,-24200,437700,-0.24,3.38,IS,-0.5,-358.5100000000002,-3.3550979689355636,0.1
150,XAUUSD+,Buy,15.04.2021 17:04:40,1757.36,0.1,15.04.2021 17:21:40,1765.05,17m 0s,76.4,403.42,-0.5,76.4,403.42,0,0,,Break G 1.5.158,XAUUSD+,tp 1765.05,76900,514600,0.74,4.12,IS,-0.5,-282.1100000000006,-2.640112376269597,0.1
152,XAUUSD+,Buy,22.04.2021 04:07:20,1795.82,0.1,22.04.2021 04:20:20,1793.18,13m 0s,-26.9,376.52,-0.5,-26.9,376.52,0,0,,Break G 1.5.158,XAUUSD+,sl 1793.18,-26400,488200,-0.26,3.86,IS,-0.5,-309.0100000000002,-2.8918546857292085,0.1
154,XAUUSD+,Buy,22.04.2021 04:31:40,1795.82,0.1,22.04.2021 05:40:40,1793.17,1h 9m,-27,349.52,-0.5,-27,349.52,0,0,,Break G 1.5.158,XAUUSD+,sl 1793.17,-26500,461700,-0.26,3.6,IS,-0.5,-336.0100000000002,-3.144532840205402,0.1
156,XAUUSD+,Buy,03.05.2021 17:31:40,1796.19,0.1,03.05.2021 18:13:40,1792.78,42m 0s,-34.6,314.92,-0.5,-34.6,314.92,0,0,,Break G 1.5.158,XAUUSD+,sl 1792.78,-34100,427600,-0.33,3.27,IS,-0.5,-370.6100000000006,-3.468335215941565,0.1
158,XAUUSD+,Buy,04.05.2021 17:00:40,1796.19,0.1,04.05.2021 17:18:40,1792.97,18m 0s,-32.7,282.22,-0.5,-32.7,282.22,0,0,,Break G 1.5.158,XAUUSD+,sl 1792.97,-32200,395400,-0.32,2.95,IS,-0.5,-403.3100000000013,-3.774356536362739,0.1
160,XAUUSD+,Buy,06.05.2021 15:21:40,1796.19,0.1,06.05.2021 15:31:40,1793.38,10m 0s,-28.6,253.62,-0.5,-28.6,253.62,0,0,,Break G 1.5.158,XAUUSD+,sl 1793.38,-28100,367300,-0.28,2.67,IS,-0.5,-431.9100000000017,-4.042008211104192,0.1
162,XAUUSD+,Buy,06.05.2021 16:34:40,1796.19,0.1,06.05.2021 16:37:40,1803.18,3m 0s,69.4,323.02,-0.5,69.4,323.02,0,0,,Break G 1.5.158,XAUUSD+,tp 1803.18,69900,437200,0.68,3.35,IS,-0.5,-362.51000000000204,-3.3925317695987203,0.1
164,XAUUSD+,Buy,06.05.2021 17:35:40,1812.73,0.1,07.05.2021 11:37:40,1822.39,18h 2m,86.89,409.91,-9.71,86.89,409.91,0,0,,Break G 1.5.158,XAUUSD+,tp 1822.39,96600,533800,0.84,4.19,IS,-9.71,-275.6200000000026,-2.579376034693672,0.1
166,XAUUSD+,Buy,14.05.2021 23:46:20,1844.55,0.1,17.05.2021 04:22:40,1851.56,2d 4h 36m,60.39,470.3,-9.71,60.39,470.3,0,0,,Break G 1.5.158,XAUUSD+,tp 1851.56,70100,603900,0.58,4.77,IS,-9.71,-215.2300000000032,-2.0142192291819243,0.1
168,XAUUSD+,Buy,17.05.2021 05:37:40,1851.21,0.1,17.05.2021 14:25:40,1848.1,8h 48m,-31.6,438.7,-0.5,-31.6,438.7,0,0,,Break G 1.5.158,XAUUSD+,sl 1848.10,-31100,572800,-0.3,4.47,IS,-0.5,-246.83000000000357,-2.309946254420732,0.1
170,XAUUSD+,Buy,19.05.2021 09:04:40,1872.98,0.1,19.05.2021 10:10:40,1870.29,1h 6m,-27.4,411.3,-0.5,-27.4,411.3,0,0,,Break G 1.5.158,XAUUSD+,sl 1870.29,-26900,545900,-0.26,4.2,IS,-0.5,-274.2300000000032,-2.566367788963236,0.1
172,XAUUSD+,Buy,19.05.2021 16:00:40,1873.01,0.1,19.05.2021 16:04:40,1868.59,4m 0s,-44.7,366.6,-0.5,-44.7,366.6,0,0,,Break G 1.5.158,XAUUSD+,sl 1868.59,-44200,501700,-0.43,3.78,IS,-0.5,-318.93000000000393,-2.98469051137383,0.1
174,XAUUSD+,Buy,19.05.2021 16:35:40,1873.01,0.1,19.05.2021 16:42:40,1884.41,7m 0s,113.5,480.1,-0.5,113.5,480.1,0,0,,Break G 1.5.158,XAUUSD+,tp 1884.41,114000,615700,1.09,4.87,IS,-0.5,-205.43000000000393,-1.9225064175572384,0.1
